,fluxes
FE2tex,0.0016770092135385251
FE2tpp,0.0016770092135385251
FE3DCITabcpp,0.0
FE3DCITtonex,0.0
FE3DHBZR,-0.0
FE3DHBZSabcpp,0.0
FE3DHBZStonex,0.0
FE3HOXR1,0.0
FE3HOXR2,0.0
FE3HOXR3,0.0
FE3HOXUtex,0.0
FE3HOXUtpp,0.0
FE3HOXabcpp,0.0
FE3HOXexs,0.0
FE3HOXtonex,0.0
FE3Ri,0.0
FE3abcpp,0.0
FE3tex,0.0
FECRMR1,0.0
FECRMR2,0.0
FECRMR3,0.0
FECRMUtex,0.0
FECRMUtpp,0.0
FECRMabcpp,0.0
FECRMexs,0.0
FECRMtonex,0.0
FEENTERR1,0.0
FEENTERR2,0.0
FEENTERR3,0.0
FEENTERabcpp,0.0
FEENTERexs,0.0
FEENTERtex,0.0
FEENTERtonex,0.0
FEENTERtpp,0.0
FEOXAMR1,0.0
FEOXAMR2,0.0
FEOXAMR3,0.0
FEOXAMUtex,0.0
FEOXAMUtpp,0.0
FEOXAMabcpp,0.0
FEOXAMexs,0.0
FEOXAMtonex,0.0
FEROpp,0.0
FESD1s,0.00040113429632782137
FESD2s,0.0
FESR,0.0008022685926556427
FFSD,0.0
FHL,0.0
FMETTRS,0.0
FMNAT,2.4085338740200366e-05
FOMETRi,-0.0
FORCT,0.0
FORt2pp,0.0
FORtex,0.0
FORtppi,0.0
FRD2,0.0
FRD3,0.0
FRUK,0.0
FRULYSDG,0.0
FRULYSE,0.0
FRULYSK,0.0
FRULYSt2pp,0.0
FRULYStex,0.0
FRUURt2rpp,0.0
FRUURtex,0.0
FRUpts2pp,0.0
FRUptspp,0.0
FRUtex,0.0
FTHFD,0.0
FTHFLi,0.10392618454989734
FUCtex,0.0
FUCtpp,0.0
FUM,0.07438405850399676
FUMt2_2pp,0.0
FUMt2_3pp,0.0
FUMtex,0.0
FUSAtex,0.0
FUSAtpp,0.0
G1PACT,0.0077176769731827684
G1PPpp,0.0
G1PTT,0.0008803569330554852
G1Ptex,0.0
G1SAT,0.0005780481297648088
G2PP,0.0
G2PPpp,0.0
G3PAT120,0.0
G3PAT140,0.0
G3PAT141,0.0
G3PAT160,0.006550672107317904
G3PAT161,0.005095075200583911
G3PAT180,0.0
G3PAT181,0.0026259499587017554
G3PCabcpp,0.0
G3PCtex,0.0
G3PD5,0.0
G3PD6,0.0
G3PD7,0.0
G3PEabcpp,0.0
G3PEtex,0.0
G3PGabcpp,0.0
G3PGtex,0.0
G3PIabcpp,0.0
G3PItex,0.0
G3PSabcpp,0.0
G3PStex,0.0
G3PT,0.11375879907808001
G5SADs,0.0
G6PDA,0.0
G6PP,0.0
G6Pt6_2pp,0.0
G6Ptex,0.0
GAL1PPpp,0.0
GAL1Ptex,0.0
GALBDtex,0.0
GALCTD,0.0
GALCTND,0.0
GALCTNLt2pp,0.0
GALCTNLtex,0.0
GALCTNt2pp,0.0
GALCTNtex,0.0
GALCTt2rpp,0.0
GALCTtex,0.0
GALKr,-0.0
GALM2pp,0.0
GALS3,0.0
GALT1,0.0008803569330554852
GALTptspp,0.0
GALTtex,0.0
GALURt2rpp,0.0
GALURtex,0.0
GALUi,0.0035214277322219408
GALabcpp,0.0
GALt2pp,0.0
GALtex,0.0
GAM6Pt6_2pp,0.0
GAMAN6Ptex,0.0
GAMptspp,0.0
GAMtex,0.0
GARFT,0.04699179195416866
GART,0.0
GBBTNtex,0.0
GDMANE,0.0
GDPDPK,0.0
GDPMNH,0.0
GDPMNP,0.0
GDPTPDP,0.0
GDPtex,0.0
GF6PTA,0.0077176769731827684
GGGABAH,0.0
GGPTRCO,0.0
GGPTRCS,0.0
GHMT2r,0.09412123755957086
GK1,0.025549468121196583
GLBRAN2,0.0
GLCATr,0.0
GLCDpp,0.0
GLCNt2rpp,0.0
GLCNtex,0.0
GLCP,0.0
GLCP2,0.0
GLCRAL,0.0
GLCRD,0.0
GLCRt2rpp,0.0
GLCRtex,0.0
GLCS1,0.016653121633790464
GLCTR1,0.0008803569330554852
GLCTR2,0.0008803569330554852
GLCTR3,0.0008803569330554852
GLCUR1Ptex,0.0
GLCURt2rpp,0.0
GLCURtex,0.0
GLCabcpp,0.0
GLCptspp,0.0
GLCt2pp,0.0
GLCtex,0.0
GLGC,0.016653121633790464
GLNS,0.18765978273123213
GLNTRS,0.0
GLNabcpp,0.0
GLNtex,0.0
GLU5K,0.0
GLUABUTt7pp,0.0
GLUCYS,2.4085338740200366e-05
GLUDC,0.0
GLUN,0.0
GLUNpp,0.0
GLUPRT,0.04699179195416866
GLUR,-0.0029784815535358992
GLUTRS,0.0005780481297648088
GLUabcpp,0.0
GLUt2rpp,0.0
GLUt4pp,0.0
GLUtex,0.0
GLXCL,4.817067748040245e-05
GLYALDtex,0.0
GLYALDtpp,0.0
GLYAT,0.0571148706272773
GLYBabcpp,0.0
GLYBt2pp,0.0
GLYBtex,0.0
GLYC2Pabcpp,0.0
GLYC2Ptex,0.0
GLYC3Pabcpp,0.0
GLYC3Pt6pp,0.0
GLYC3Ptex,0.0
GLYCAt2rpp,0.0
GLYCAtex,0.0
GLYCK,4.817067748040245e-05
GLYCK2,0.0
GLYCLTt2rpp,0.0
GLYCLTt4pp,0.0
GLYCLTtex,0.0
GLYCTO2,0.0
GLYCTO3,9.63413549608049e-05
GLYCTO4,0.0
GLYCtex,0.0
GLYCtpp,-0.0006927505052898885
GLYK,0.0
GLYOX,0.0
GLYOX3,0.0
GLYTRS,0.0
GLYt2rpp,0.0
GLYt4pp,0.0
GLYtex,0.0
GMAND,0.0
GMHEPAT,0.0035214277322219408
GMHEPK,0.0035214277322219408
GMHEPPA,0.0035214277322219408
GMPS2,0.025549468121196583
GMPtex,0.0
GNK,0.0
GP4GH,-0.0
GPDDA1,0.0
GPDDA1pp,0.0
GPDDA2,0.0
GPDDA2pp,0.0
GPDDA3,0.0
GPDDA3pp,0.0
GPDDA4,0.0
GPDDA4pp,0.0
GPDDA5,0.0
GPDDA5pp,0.0
GRTT,0.0001022816851433621
GRXR,0.0026790889123348436
GSNK,0.0
GSNt2pp,0.0
GSNtex,0.0
GSPMDA,0.0
GSPMDS,0.0
GTHOXtex,0.0
GTHPi,0.0
GTHRDHpp,0.0
GTHRDabc2pp,0.0
GTHRDtex,0.0
GTHS,2.4085338740200366e-05
GTPCI,9.63413549608049e-05
GTPCII2,4.817067748040073e-05
GTPDPDP,0.0
GTPDPK,0.0
GTPHs,0.0
GTPtex,0.0
GUACYC,0.0
GUAD,0.0
GUAPRT,0.0
GUAt2pp,0.0
GUAtex,0.0
GUAtpp,0.0
GUI1,0.0
GUI2,0.0
GUR1PPpp,0.0
H2O2tex,0.0
H2Otex,-1.484770984322563
H2Otpp,-1.4872408656064684
H2SO,0.0
H2St1pp,0.0
H2Stex,0.0
H2tex,0.0
H2tpp,0.0
HBZOPT,2.4085338740200366e-05
HCINNMt2rpp,0.0
HCINNMtex,0.0
HCO3E,0.06068328097094103
HCYSMT,0.0
HCYSMT2,0.0
HDCAtexi,0.0
HDCEAtexi,0.0
HEMEOS,2.4085338740200366e-05
HEPK1,0.0008803569330554852
HEPK2,0.0008803569330554852
HEPT1,0.0008803569330554852
HEPT2,0.0008803569330554852
HEPT3,0.0008803569330554852
HEPT4,0.0008803569330554852
HETZK,-0.0
HEX1,0.0
HEX4,0.0
HEX7,0.0
HEXt2rpp,0.0
HG2abcpp,0.0
HG2t3pp,0.0
HG2tex,0.0
HISTP,0.009942600641560021
HISTRS,0.0
HISabcpp,0.0
HISt2rpp,0.0
HIStex,0.0
HKNDDH,-0.0
HKNTDH,0.0
HMBS,7.22560162206011e-05
HMPK1,-0.0
HOMt2pp,0.0
HOMtex,0.0
HOPNTAL,0.0
HPPK2,9.63413549608049e-05
HPPPNDO,0.0
HPPPNt2rpp,0.0
HPPPNtex,0.0
HPYRI,0.0
HSK,0.0
HSST,0.016881878348820708
HSTPT,0.009942600641560021
HXAtex,0.0
HXCT,0.0
HXPRT,0.0
HYD1pp,0.0
HYD2pp,0.0
HYD3pp,0.0
HYPOE,0.0
HYXNtex,0.0
HYXNtpp,0.0
Htex,0.5750467689395653
I2FE2SR,2.160120066385683e-07
I2FE2SS,2.948563890616458e-05
I2FE2SS2,2.7109506833140328e-05
I2FE2ST,2.59214407966282e-06
I4FE4SR,2.7109506833140328e-05
I4FE4ST,2.7109506833140328e-05
ICHORS,0.00012042669370100184
ICHORT,7.225601622060111e-05
ICL,0.0
ICYSDS,0.00019063059585853654
IDONt2rpp,0.0
IDONtex,0.0
IG3PS,0.009942600641560021
IGPDH,0.009942600641560021
IGPS,0.005965603587337341
ILETA,-0.030490742773053834
ILETRS,0.0
ILEabcpp,0.0
ILEt2rpp,0.0
ILEtex,0.0
IMPC,-0.05691030725698848
IMPtex,0.0
INDOLEt2rpp,0.0
INDOLEtex,0.0
INOSTt4pp,0.0
INSH,0.0
INSK,0.0
INSTtex,0.0
INSt2rpp,0.0
INStex,0.0
IPDDI,0.0
IPPMIa,-0.04728265212110958
IPPMIb,-0.04728265212110958
IPPS,0.04728265212110958
ISETACabcpp,0.0
ISETACtex,0.0
K2L4Aabcpp,0.0
K2L4Aabctex,0.0
KAS14,0.0
KAS15,0.0
KDOCT2,0.002641070799166456
KDOPP,0.002641070799166456
KDOPS,0.002641070799166456
KG6PDC,0.0
Kabcpp,0.0
Kt2pp,0.020055634756357875
Ktex,0.020055634756357875
L-LACD2,0.0
L-LACD3,0.0
L-LACt2rpp,0.0
L-LACtex,0.0
LA4NTpp,0.0
LACZ,0.0
LACZpp,0.0
LADGMDH,0.0
LALADGLUtex,0.0
LALADGLUtpp,0.0
LALALGLUtex,0.0
LALALGLUtpp,0.0
LALGP,0.0
LCTStex,0.0
LCTStpp,0.0
LDH_D2,0.0
LEUTAi,0.04728265212110958
LEUTRS,0.0
LEUabcpp,0.0
LEUt2rpp,0.0
LEUtex,0.0
LGTHL,0.0
LIPACabcpp,0.0
LIPAHT2ex,0.0
LIPAHTex,0.0
LIPAMPL,0.0
LIPATPT,0.0
LIPAabcpp,0.0
LIPAabctex,0.0
LIPOCT,0.0
LIPOt2pp,0.0
LIPOtex,0.0
LPADSS,0.0008803569330554852
LPLIPAL1A120pp,0.0
LPLIPAL1A140pp,0.0
LPLIPAL1A141pp,0.0
LPLIPAL1A160pp,0.0
LPLIPAL1A161pp,0.0
LPLIPAL1A180pp,0.0
LPLIPAL1A181pp,0.0
LPLIPAL1E120pp,0.0
LPLIPAL1E140pp,0.0
LPLIPAL1E141pp,0.0
LPLIPAL1E160pp,0.0
LPLIPAL1E161pp,0.0
LPLIPAL1E180pp,0.0
LPLIPAL1E181pp,0.0
LPLIPAL1G120pp,0.0
LPLIPAL1G140pp,0.0
LPLIPAL1G141pp,0.0
LPLIPAL1G160pp,0.0
LPLIPAL1G161pp,0.0
LPLIPAL1G180pp,0.0
LPLIPAL1G181pp,0.0
LPLIPAL2A120,-0.0
LPLIPAL2A140,-0.0
LPLIPAL2A141,0.0
LPLIPAL2A160,-0.0
LPLIPAL2A161,-0.0
LPLIPAL2A180,-0.0
LPLIPAL2A181,-0.0
LPLIPAL2ATE120,0.0
LPLIPAL2ATE140,0.0
LPLIPAL2ATE141,0.0
LPLIPAL2ATE160,0.0
LPLIPAL2ATE161,0.0
LPLIPAL2ATE180,0.0
LPLIPAL2ATE181,0.0
LPLIPAL2ATG120,0.0
LPLIPAL2ATG140,0.0
LPLIPAL2ATG141,0.0
LPLIPAL2ATG160,0.0
LPLIPAL2ATG161,0.0
LPLIPAL2ATG180,0.0
LPLIPAL2ATG181,0.0
LPLIPAL2E120,0.0
LPLIPAL2E140,0.0
LPLIPAL2E141,0.0
LPLIPAL2E160,0.0
LPLIPAL2E161,0.0
LPLIPAL2E180,0.0
LPLIPAL2E181,0.0
LPLIPAL2G120,0.0
LPLIPAL2G140,0.0
LPLIPAL2G141,0.0
LPLIPAL2G160,0.0
LPLIPAL2G161,0.0
LPLIPAL2G180,0.0
LPLIPAL2G181,0.0
LYSDC,0.0
LYSTRS,0.0
LYSabcpp,0.0
LYSt2pp,0.0
LYStex,0.0
LYXI,0.0
LYXt2pp,0.0
LYXtex,0.0
MACPD,0.0
MALCOAMT,2.160120066385683e-07
MALDt2_2pp,0.0
MALDtex,0.0
MALS,0.0
MALTATr,0.0
MALTHXabcpp,0.0
MALTHXtexi,0.0
MALTPTabcpp,0.0
MALTPTtexi,0.0
MALTTRabcpp,0.0
MALTTRtexi,0.0
MALTTTRabcpp,0.0
MALTTTRtexi,0.0
MALTabcpp,0.0
MALTptspp,0.0
MALTtexi,0.0
MALt2_2pp,0.0
MALt2_3pp,0.0
MALt3pp,0.0
MALtex,0.0
MAN1PT2,0.0
MAN6PI,0.0
MAN6Pt6_2pp,0.0
MAN6Ptex,0.0
MANGLYCptspp,0.0
MANGLYCtex,0.0
MANPGH,0.0
MANptspp,0.0
MANtex,0.0
MCITD,0.0
MCITL2,0.0
MCITS,0.0
MCOATA,0.013712010157403039
MCPST,-0.0
MCTP1App,0.0013802087164171324
MCTP1Bpp,0.0
MCTP2App,7.268804023387823e-05
MDDCP1pp,0.0013148650844089654
MDDCP2pp,7.268804023387823e-05
MDDCP3pp,0.0
MDDCP4pp,0.0
MDDCP5pp,0.0
MDDEP1pp,0.0007264483783255053
MDDEP2pp,0.0
MDDEP3pp,0.0
MDDEP4pp,0.0
MDH2,0.0
MDH3,0.0
MECDPDH5,0.0007156477779935768
MECDPS,0.0007156477779935768
MELIBt2pp,0.0
MELIBtex,0.0
MEOHtex,-2.160120066385683e-07
MEOHtrpp,-2.160120066385683e-07
MEPCT,0.0007156477779935768
METAT,0.0009223712683466867
METDabcpp,0.0
METDtex,0.0
METOX1s,0.0
METOX2s,0.8736561506045453
METS,0.01702660639326855
METSOX1abcpp,0.0
METSOX1tex,0.0
METSOX2abcpp,0.0
METSOX2tex,0.0
METSOXR1,0.0
METSOXR2,0.8736561506045453
METTRS,0.0
METabcpp,0.0
METtex,0.0
MG2t3_2pp,0.0
MG2tex,0.0008913735453940522
MG2tpp,0.0008913735453940522
MG2uabcpp,0.0
MGSA,0.0
MI1PP,-0.0
MICITDr,0.0
MINCYCtex,0.0
MINCYCtpp,0.0
MINOHPtexi,0.0
MLDCP1App,6.534363200816691e-05
MLDCP1Bpp,0.00014526807446443719
MLDCP2App,0.0
MLDCP2Bpp,0.00014526807446443719
MLDCP3App,0.0
MLDEP1pp,0.0
MLDEP2pp,0.0
MLTG1,-0.0
MLTG2,0.0
MLTG3,0.0
MLTG4,0.0
MLTG5,0.0
MLTGY1pp,0.0
MLTGY2pp,0.0
MLTGY3pp,0.0
MLTGY4pp,0.0
MLTP1,0.0
MLTP2,0.0
MLTP3,0.0
MMCD,0.0
MMETt2pp,0.0
MMETtex,0.0
MMM,0.0
MN2t3pp,0.0
MN2tpp,7.106795018408896e-05
MN6PP,0.0
MNLptspp,0.0
MNLtex,0.0
MNNH,0.0
MNtex,7.106795018408896e-05
MOAT,0.0008803569330554852
MOAT2,0.0008803569330554852
MOAT3C,0.0008803569330554852
MOBDabcpp,1.4796822454741932e-05
MOBDtex,1.4796822454741932e-05
MOCDS,7.560420232349891e-07
MOCOS,1.4040780431506942e-05
MOGDS,7.560420232349891e-07
MOHMT,6.221145791187396e-05
MOX,0.8740331995621329
MPTAT,2.6569476816543906e-05
MPTG,0.0014528967566510105
MPTG2,7.268804023387823e-05
MPTS,2.6569476816543906e-05
MPTSS,5.313895363308781e-05
MSO3abcpp,0.0
MSO3tex,0.0
MTAN,0.0007283924863852524
MTHFC,0.0
MTHTHFSs,0.0001447280444478408
MTRPOX,-0.0
N2Otex,0.0
N2Otpp,0.0
NACODA,0.0
NACtex,0.0
NACtpp,0.0
NADDP,0.0
NADN,0.0
NADS1,0.0002461456815646486
NAMNPP,0.0
NAt3_1p5pp,9.29066438085644
NAt3_2pp,0.0
NAt3pp,0.0
NAtex,0.0
NDPK1,0.08368035122169626
NDPK2,0.04315693080031624
NDPK3,0.017690627301675477
NDPK4,0.0035594458453903285
NDPK5,0.0
NDPK6,0.0026790889123348436
NDPK7,0.0
NDPK8,0.0026790889123348436
NH4tex,1.1347412045473146
NH4tpp,1.1347412045473146
NI2abcpp,0.0
NI2t3pp,0.0
NI2tex,3.3157843019020234e-05
NI2tpp,3.3157843019020234e-05
NMNAT,0.0
NMNDA,0.0
NMNN,0.0
NMNPtpp,0.0
NMNt7pp,0.0
NMNtex,0.0
NNAM,0.0
NNATr,0.0002461456815646486
NNDMBRT,-0.0
NNDPR,0.0002461456815646486
NO2t2rpp,0.0
NO2tex,0.0
NO3R1bpp,0.0
NO3R1pp,0.0
NO3R2bpp,0.0
NO3R2pp,0.0
NO3t7pp,0.0
NO3tex,0.0
NOVBCNtex,0.0
NOVBCNtpp,0.0
NOtex,0.0
NOtpp,0.0
NTD1,0.0
NTD10,0.0
NTD10pp,0.0
NTD11,0.0
NTD11pp,0.0
NTD12,0.0
NTD12pp,0.0
NTD1pp,0.0
NTD2,0.0
NTD2pp,0.0
NTD3,0.0
NTD3pp,0.0
NTD4,0.0
NTD4pp,0.0
NTD5,0.0
NTD5pp,0.0
NTD6,0.0
NTD6pp,0.0
NTD7,0.0
NTD7pp,0.0
NTD8,0.0
NTD8pp,0.0
NTD9,0.0
NTD9pp,0.0
NTP10,0.0
NTP11,0.0
NTP12,0.0
NTP3,0.0
NTP3pp,0.0
NTP5,0.0
NTPP1,0.0
NTPP10,0.0
NTPP11,0.0
NTPP2,0.0
NTPP3,0.0
NTPP4,0.0
NTPP5,0.0
NTPP6,0.0
NTPP7,0.0
NTPP8,0.0
NTPP9,0.0
NTPTP1,0.0
NTPTP2,0.0
NTRIR3pp,0.0
NTRIR4pp,0.0
O16A4COLIPAabctex,-0.0
O16A4Lpp,0.0
O16AP1pp,0.0
O16AP2pp,0.0
O16AP3pp,0.0
O16AT,-0.0
O16AUNDtpp,-0.0
O16GALFT,0.0
O16GLCT1,-0.0
O16GLCT2,0.0
O2Stex,0.0
O2tex,3.4798700823147604
O2tpp,3.4798700823147604
OAADC,0.0
OBTFL,0.0
OCBT,0.031043085474028655
OCDCAtexi,0.0
OCDCEAtexi,0.0
OCTAtex,0.0
OCTDPS,7.22560162206011e-05
OCTNLL,3.240180099578525e-07
OGMEACPD,2.160120066385683e-07
OGMEACPS,2.160120066385683e-07
OHPBAT,2.4085338740200366e-05
OHPHM,2.4085338740200366e-05
OMBZLM,2.4085338740200366e-05
OMCDC,0.04728265212110958
OMMBLHX,2.4085338740200366e-05
OMPDC,0.034596915007246376
OMPHHX,2.4085338740200366e-05
OP4ENH,0.0
OPHBDC,2.4085338740200366e-05
OPHHX,2.4085338740200366e-05
OPMEACPD,2.160120066385683e-07
OPMEACPS,2.160120066385683e-07
ORNDC,0.004321752216817836
ORNabcpp,0.0
ORNtex,0.0
OROTt2_2pp,0.0
OROTtex,0.0
ORPT,-0.034596915007246376
OXAMTC,0.0
OXCDC,0.0
OXDHCOAT,0.0
PA120abcpp,0.0
PA140abcpp,0.0
PA141abcpp,0.0
PA160abcpp,0.0
PA161abcpp,0.0
PA180abcpp,0.0
PA181abcpp,0.0
PACALDt2rpp,0.0
PACALDtex,0.0
PACCOAL,0.0
PANTS,6.221145791187396e-05
PAPA120,0.0
PAPA120pp,0.0
PAPA140,0.0
PAPA140pp,0.0
PAPA141,0.0
PAPA141pp,0.0
PAPA160,0.0
PAPA160pp,0.0
PAPA161,0.0
PAPA161pp,0.0
PAPA180,0.0
PAPA180pp,0.0
PAPA181,0.0
PAPA181pp,0.0
PAPPT3,0.0029784815535358992
PAPSR,0.026770043964707776
PAPSR2,0.0
PDE1,0.0
PDE4,0.0
PDX5POi,2.4085338740200366e-05
PDXPP,0.0
PE120abcpp,0.0
PE140abcpp,0.0
PE141abcpp,0.0
PE160abcpp,0.003434374893546598
PE161abcpp,0.002671204474092536
PE180abcpp,0.0
PE181abcpp,0.0013767525243109152
PEAMNOpp,0.0
PEAMNtex,0.0
PETNT161pp,0.0
PETNT181pp,0.0
PFK,0.0
PFK_2,0.0
PFK_3,0.0
PFL,0.10363716048501494
PG120abcpp,0.0
PG140abcpp,0.0
PG141abcpp,0.0
PG160abcpp,0.001164304715781883
PG161abcpp,0.0009056303378321979
PG180abcpp,0.0
PG181abcpp,0.00046669394034262686
PGAMT,-0.0077176769731827684
PGI,-0.02105490629906789
PGK,0.30082109259895196
PGL,0.0
PGLYCP,-0.0
PGM,0.4547757118893464
PGMT,-0.02105490629906789
PGP120abcpp,0.0
PGP140abcpp,0.0
PGP141abcpp,0.0
PGP160abcpp,0.0
PGP161abcpp,0.0
PGP180abcpp,0.0
PGP181abcpp,0.0
PGPP120,0.0
PGPP120pp,0.0
PGPP140,0.0
PGPP140pp,0.0
PGPP141,0.0
PGPP141pp,0.0
PGPP160,0.0017806949767250379
PGPP160pp,0.0
PGPP161,0.0013850689865665003
PGPP161pp,0.0
PGPP180,0.0
PGPP180pp,0.0
PGPP181,0.0007138116759371491
PGPP181pp,0.0
PGSA120,0.0
PGSA140,0.0
PGSA141,0.0
PGSA160,0.001780694976725038
PGSA161,0.0013850689865665
PGSA180,0.0
PGSA181,0.000713811675937149
PHEMEabcpp,0.0
PHEMEtiex,0.0
PHETA1,-0.01944334872354085
PHETRS,0.0
PHEt2rpp,0.0
PHEtex,0.0
PHYTSpp,0.0
PIt2rpp,0.10008905526997178
PItex,0.10008905526997178
PIuabcpp,0.0
PLIPA1A120pp,0.0
PLIPA1A140pp,0.0
PLIPA1A141pp,0.0
PLIPA1A160pp,0.0
PLIPA1A161pp,0.0
PLIPA1A180pp,0.0
PLIPA1A181pp,0.0
PLIPA1E120pp,0.0
PLIPA1E140pp,0.0
PLIPA1E141pp,0.0
PLIPA1E160pp,0.0
PLIPA1E161pp,0.0
PLIPA1E180pp,0.0
PLIPA1E181pp,0.0
PLIPA1G120pp,0.0
PLIPA1G140pp,0.0
PLIPA1G141pp,0.0
PLIPA1G160pp,0.0
PLIPA1G161pp,0.0
PLIPA1G180pp,0.0
PLIPA1G181pp,0.0
PLIPA2A120pp,0.0
PLIPA2A140pp,0.0
PLIPA2A141pp,0.0
PLIPA2A160pp,0.0
PLIPA2A161pp,0.0
PLIPA2A180pp,0.0
PLIPA2A181pp,0.0
PLIPA2E120pp,0.0
PLIPA2E140pp,0.0
PLIPA2E141pp,0.0
PLIPA2E160pp,0.0
PLIPA2E161pp,0.0
PLIPA2E180pp,0.0
PLIPA2E181pp,0.0
PLIPA2G120pp,0.0
PLIPA2G140pp,0.0
PLIPA2G141pp,0.0
PLIPA2G160pp,0.0
PLIPA2G161pp,0.0
PLIPA2G180pp,0.0
PLIPA2G181pp,0.0
PMANM,0.0
PMDPHT,4.817067748040073e-05
PMEACPE,2.160120066385683e-07
PMPK,2.4085338740200366e-05
PNTK,6.221145791187396e-05
PNTOt4pp,0.0
PNTOtex,0.0
POR5,0.0
POX,0.0
PPA,0.3873121200470305
PPA2,0.0
PPAKr,0.0
PPALtex,0.0
PPALtpp,0.0
PPAt4pp,0.0
PPAtex,0.0
PPBNGS,0.0002890240648824044
PPC,0.0
PPCDC,6.221145791187396e-05
PPCK,0.5407353137990918
PPCSCT,0.0908623184184175
PPGPPDP,0.0
PPK2r,-2.4085338740200366e-05
PPKr,0.0
PPM,-0.0008980699175998477
PPM2,0.0
PPNCL2,6.221145791187396e-05
PPNDH,0.01944334872354085
PPPGO,0.0
PPPGO3,4.817067748040073e-05
PPPNt2rpp,0.0
PPPNtex,0.0
PPS,0.0
PPTHpp,0.0
PPTtex,0.0
PRAGSr,0.04699179195416866
PRAIS,0.04699179195416866
PRAIi,0.005965603587337341
PRAMPC,0.009942600641560021
PRASCSi,0.046967706615428456
PRATPP,0.009942600641560021
PRFGS,0.04699179195416866
PRMICI,0.009942600641560021
PROD2,0.0
PROGLYabcpp,0.0
PROGLYtex,0.0
PROTRS,0.0
PROabcpp,0.0
PROt2rpp,-18.581863607441317
PROt4pp,18.581863607441317
PROtex,0.0
PRPPS,0.09774305687187705
PSCLYSt2pp,0.0
PSCLYStex,0.0
PSCVT,0.04017002477852144
PSD120,0.0
PSD140,0.0
PSD141,0.0
PSD160,0.004769977130592865
PSD161,0.0037100062140174106
PSD180,0.0
PSD181,0.0019121382827646065
PSERT,0.1540027899678749
PSERtex,0.0
PSP_L,0.1540027899678749
PSP_Lpp,0.0
PSSA120,0.0
PSSA140,0.0
PSSA141,0.0
PSSA160,0.004769977130592865
PSSA161,0.0037100062140174106
PSSA180,0.0
PSSA181,0.0019121382827646065
PTA2,0.0
PTAr,8.377865486572912
PTHRpp,0.0
PTPATi,6.221145791187396e-05
PTRCORNt7pp,0.0
PTRCTA,0.0
PTRCabcpp,0.0
PTRCt2pp,0.0
PTRCtex,0.0
PUNP1,-0.0008980699175998477
PUNP2,0.0
PUNP3,0.0
PUNP4,0.0
PUNP5,0.0
PUNP6,0.0
PUNP7,0.0
PYAM5PO,0.0
PYDAMK,0.0
PYDAMtex,0.0
PYDAMtpp,0.0
PYDXK,0.0
PYDXNK,0.0
PYDXNtex,0.0
PYDXNtpp,0.0
PYDXPP,0.0
PYDXtex,0.0
PYDXtpp,0.0
PYK,0.0
PYNP2r,0.0
PYRt2rpp,10.0
PYRtex,10.0
QMO2,0.0
QMO3,0.0
QUIN2tex,0.0
QUIN2tpp,0.0
QULNS,0.0002461456815646486
R15BPK,0.0
R1PK,0.0
R5PP,0.0
R5PPpp,0.0
R5Ptex,0.0
RBFK,2.4085338740200366e-05
RBFSa,9.634135496080147e-05
RBFSb,4.817067748040073e-05
RBK,0.0
RBK_L1,0.0
RBP4E,0.0
REPHACCOAI,0.0
RFAMPtex,0.0
RFAMPtpp,0.0
RHAT1,0.0008803569330554852
RHCCE,0.0001447280444478408
RIBabcpp,0.0
RIBtex,0.0
RMI,0.0
RMK,-0.0
RMNtex,0.0
RMNtpp,0.0
RMPA,-0.0
RNDR1,0.0026790889123348436
RNDR1b,0.0
RNDR2,0.0
RNDR2b,0.0
RNDR3,0.0
RNDR3b,0.0
RNDR4,0.0
RNDR4b,0.0026790889123348436
RNTR1c2,0.0
RNTR2c2,0.002766249757013506
RNTR3c2,0.002766249757013506
RNTR4c2,0.0
RPE,-0.0821575385788973
RPI,-0.07942012642477005
RZ5PP,-0.0
S2FE2SR,0.0
S2FE2SS,0.0
S2FE2SS2,0.0
S2FE2ST,0.0
S4FE4SR,0.0
S4FE4ST,0.0
S7PI,0.0035214277322219408
SADH,0.0
SADT2,0.026770043964707776
SARCOX,-0.0
SBTptspp,0.0
SBTtex,0.0
SCYSDS,0.0
SDPDS,0.03899286734834457
SDPTA,-0.03899286734834457
SELCYSS,0.0
SELGTHR,0.0
SELNPS,0.0
SELR,0.0
SELtex,0.0
SELtpp,0.0
SEPHCHCS,4.817067748040073e-05
SERASr,7.225601622060111e-05
SERAT,0.026770043964707776
SERD_D,0.0
SERD_L,0.0
SERTRS,0.0
SERTRS2,0.0
SERt2rpp,0.0
SERt4pp,0.0
SERtex,0.0
SFGTHi,0.0
SGDS,0.0
SHCHCS3,4.817067748040073e-05
SHCHF,2.4085338740200366e-05
SHKK,0.04017002477852144
SHSL1,0.016881878348820708
SKMt2pp,0.0
SKMtex,0.0
SLNTtex,0.0
SLNTtpp,0.0
SO2tex,0.0
SO2tpp,0.0
SO3tex,0.0
SO4t2pp,0.027215676734403144
SO4tex,0.027215676734403144
SOTA,0.0
SPMDAT1,0.0
SPMDAT2,0.0
SPMDabcpp,0.0
SPMDt3pp,0.0
SPMDtex,0.0
SPMS,0.0007283924863852524
SPODM,0.0
SPODMpp,0.0
SUCASPtpp,0.0
SUCBZL,4.817067748040073e-05
SUCBZS,4.817067748040073e-05
